"perceiver.id" "target.id" "group.id" "ex" "ne"
"735" "90512" "90502" "5" 5 3
"736" "90512" "90503" "5" 5 4
"737" "90512" "90504" "5" 5 4
"738" "90512" "90505" "5" 6 3
"739" "90512" "90506" "5" 4 3
"740" "90512" "90507" "5" 5 3
"741" "90512" "90508" "5" 5 3
"742" "90512" "90509" "5" 3 3
"743" "90512" "90510" "5" 3 4
"744" "90512" "90511" "5" 3 3
"745" "90512" "90512" "5" 3 3
"746" "90512" "90513" "5" 3 4
"747" "90512" "90514" "5" 3 3
"748" "90512" "90515" "5" 3 3
"749" "90512" "90516" "5" 5 3
"750" "90512" "90517" "5" 4 3
"751" "90512" "90518" "5" 3 3
"752" "90512" "90519" "5" 3 3
"753" "90512" "90520" "5" 3 4
"754" "90512" "90521" "5" 6 3
"755" "90512" "90522" "5" 6 3
"756" "90512" "90523" "5" 4 4
"757" "90512" "90524" "5" 4 3
"758" "90512" "90525" "5" 6 3
"759" "90513" "90501" "5" 7 6
"760" "90513" "90502" "5" 5 3
"761" "90513" "90503" "5" 4 5
"762" "90513" "90504" "5" 4 4
"763" "90513" "90505" "5" 6 6
"764" "90513" "90506" "5" 4 4
"765" "90513" "90507" "5" 7 6
"766" "90513" "90508" "5" 4 5
"767" "90513" "90509" "5" 5 4
"768" "90513" "90510" "5" 7 5
"769" "90513" "90511" "5" 6 5
"770" "90513" "90512" "5" 3 4
"771" "90513" "90513" "5" 5 4
"772" "90513" "90514" "5" 2 3
"773" "90513" "90515" "5" 7 3
"774" "90513" "90516" "5" 6 3
"775" "90513" "90517" "5" 5 3
"776" "90513" "90518" "5" 4 3
"777" "90513" "90519" "5" 5 3
"778" "90513" "90520" "5" 5 6
"779" "90513" "90521" "5" 4 3
"780" "90513" "90522" "5" 5 4
"781" "90513" "90523" "5" 5 6
"782" "90513" "90524" "5" 4 5
"783" "90513" "90525" "5" 4 5
"784" "90514" "90501" "5" 6 3
"785" "90514" "90502" "5" 6 3
"786" "90514" "90503" "5" 4 3
"787" "90514" "90504" "5" 2 3
"788" "90514" "90505" "5" 5 3
"789" "90514" "90506" "5" 4 4
"790" "90514" "90507" "5" 7 5
"791" "90514" "90508" "5" 5 5
"792" "90514" "90509" "5" 5 4
"793" "90514" "90510" "5" 6 5
"794" "90514" "90511" "5" 5 4
"795" "90514" "90512" "5" 4 3
"796" "90514" "90513" "5" 4 4
"797" "90514" "90514" "5" 3 5
"798" "90514" "90515" "5" 6 3
"799" "90514" "90516" "5" 6 3
"800" "90514" "90517" "5" 5 3
"801" "90514" "90518" "5" 3 3
"802" "90514" "90519" "5" 5 3
"803" "90514" "90520" "5" 4 3
"804" "90514" "90521" "5" 5 3
"805" "90514" "90522" "5" 5 3
"806" "90514" "90523" "5" 4 3
"807" "90514" "90524" "5" 4 3
"808" "90514" "90525" "5" 5 3
"809" "90515" "90501" "5" 6 6
"810" "90515" "90502" "5" 5 3
"811" "90515" "90503" "5" 2 6
"812" "90515" "90504" "5" 6 3
"813" "90515" "90505" "5" 5 5
"814" "90515" "90506" "5" 3 5
"815" "90515" "90507" "5" 5 6
"816" "90515" "90508" "5" 4 5
"817" "90515" "90509" "5" 3 3
"818" "90515" "90510" "5" 2 5
"819" "90515" "90511" "5" 2 4
"820" "90515" "90512" "5" 2 4
"821" "90515" "90513" "5" 2 4
"822" "90515" "90514" "5" 2 4
"823" "90515" "90515" "5" 6 3
"824" "90515" "90516" "5" 5 3
"825" "90515" "90517" "5" 4 5
"826" "90515" "90518" "5" 3 3
"827" "90515" "90519" "5" 3 5
"828" "90515" "90520" "5" 4 5
"829" "90515" "90521" "5" 4 4
"830" "90515" "90522" "5" 6 5
"831" "90515" "90523" "5" 4 5
"832" "90515" "90524" "5" 3 5
"833" "90515" "90525" "5" 3 4
"834" "90516" "90501" "5" 6 6
"835" "90516" "90502" "5" 6 3
"836" "90516" "90503" "5" 2 4
"837" "90516" "90504" "5" 6 3
"838" "90516" "90505" "5" 6 5
"839" "90516" "90506" "5" 2 5
"840" "90516" "90507" "5" 7 3
"841" "90516" "90508" "5" 1 7
"842" "90516" "90509" "5" 3 7
"843" "90516" "90510" "5" 6 3
"844" "90516" "90511" "5" 7 2
"845" "90516" "90512" "5" 1 6
"846" "90516" "90513" "5" 6 3
"847" "90516" "90514" "5" 5 5
"848" "90516" "90515" "5" 6 2
"849" "90516" "90516" "5" 6 2
"850" "90516" "90517" "5" 5 5
"851" "90516" "90518" "5" 3 5
"852" "90516" "90519" "5" 6 4
"853" "90516" "90520" "5" 6 6
"854" "90516" "90521" "5" 5 2
"855" "90516" "90522" "5" 6 3
"856" "90516" "90523" "5" 5 3
"857" "90516" "90524" "5" 4 4
"858" "90516" "90525" "5" 5 1
"859" "90517" "90501" "5" 7 3
"860" "90517" "90502" "5" 6 3
"861" "90517" "90503" "5" 5 3
"862" "90517" "90504" "5" 4 4
"863" "90517" "90505" "5" 5 4
"864" "90517" "90506" "5" 3 5
"865" "90517" "90507" "5" 7 4
"866" "90517" "90508" "5" 4 6
"867" "90517" "90509" "5" 5 4
"868" "90517" "90510" "5" 6 3
"869" "90517" "90511" "5" 7 4
"870" "90517" "90512" "5" 2 4
"871" "90517" "90513" "5" 2 5
"872" "90517" "90514" "5" 5 2
"873" "90517" "90515" "5" 7 2
"874" "90517" "90516" "5" 7 2
"875" "90517" "90517" "5" 5 4
"876" "90517" "90518" "5" 3 3
"877" "90517" "90519" "5" 4 3
"878" "90517" "90520" "5" 4 4
"879" "90517" "90521" "5" 3 4
"880" "90517" "90522" "5" 6 3
"881" "90517" "90523" "5" 4 4
"882" "90517" "90524" "5" 4 5
"883" "90517" "90525" "5" 4 4
"884" "90518" "90501" "5" 6 5
"885" "90518" "90502" "5" 5 3
"886" "90518" "90503" "5" 2 5
"887" "90518" "90504" "5" 5 3
"888" "90518" "90505" "5" 3 4
"889" "90518" "90506" "5" 4 4
"890" "90518" "90507" "5" 4 4
"891" "90518" "90508" "5" 3 4
"892" "90518" "90509" "5" 4 4
"893" "90518" "90510" "5" 5 2
"894" "90518" "90511" "5" 7 3
"895" "90518" "90512" "5" 4 5
"896" "90518" "90513" "5" 4 5
"897" "90518" "90514" "5" 3 4
"898" "90518" "90515" "5" 5 2
"899" "90518" "90516" "5" 6 2
"900" "90518" "90517" "5" 4 3
"901" "90518" "90518" "5" 4 3
"902" "90518" "90519" "5" 4 4
"903" "90518" "90520" "5" 5 5
"904" "90518" "90521" "5" 5 3
"905" "90518" "90522" "5" 5 3
"906" "90518" "90523" "5" 5 3
"907" "90518" "90524" "5" 4 3
"908" "90518" "90525" "5" 4 3
"909" "90519" "90501" "5" 7 5
"910" "90519" "90502" "5" 5 2
"911" "90519" "90503" "5" 2 2
"912" "90519" "90504" "5" 4 2
"913" "90519" "90505" "5" 4 2
"914" "90519" "90506" "5" 3 1
"915" "90519" "90507" "5" 6 4
"916" "90519" "90508" "5" 3 1
"917" "90519" "90509" "5" 3 3
"918" "90519" "90510" "5" 6 3
"919" "90519" "90511" "5" 6 3
"920" "90519" "90512" "5" 3 2
"921" "90519" "90513" "5" 3 2
"922" "90519" "90514" "5" 4 3
"923" "90519" "90515" "5" 7 4
"924" "90519" "90516" "5" 5 2
"925" "90519" "90517" "5" 4 5
"926" "90519" "90518" "5" 2 2
"927" "90519" "90519" "5" 2 6
"928" "90519" "90520" "5" 5 3
"929" "90519" "90521" "5" 5 3
"930" "90519" "90522" "5" 3 2
"931" "90519" "90523" "5" 5 3
"932" "90519" "90524" "5" 3 3
"933" "90519" "90525" "5" 3 4
"934" "90520" "90501" "5" 6 2
"935" "90520" "90502" "5" 5 3
"936" "90520" "90503" "5" 2 4
"937" "90520" "90504" "5" 5 3
"938" "90520" "90505" "5" 5 3
"939" "90520" "90506" "5" 3 4
"940" "90520" "90507" "5" 4 5
"941" "90520" "90508" "5" 4 3
"942" "90520" "90509" "5" 4 4
"943" "90520" "90510" "5" 4 3
"944" "90520" "90511" "5" 4 5
"945" "90520" "90512" "5" 2 4
"946" "90520" "90513" "5" 2 4
"947" "90520" "90514" "5" 2 4
"948" "90520" "90515" "5" 4 3
"949" "90520" "90516" "5" 5 4
"950" "90520" "90517" "5" 4 5
"951" "90520" "90518" "5" 3 4
"952" "90520" "90519" "5" 3 4
"953" "90520" "90520" "5" 5 3
"954" "90520" "90521" "5" 6 4
"955" "90520" "90522" "5" 6 4
"956" "90520" "90523" "5" 5 3
"957" "90520" "90524" "5" 4 3
"958" "90520" "90525" "5" 4 3
"959" "90521" "90521" "5" 1 3
"960" "90522" "90501" "5" 6 5
"961" "90522" "90502" "5" 3 3
"962" "90522" "90503" "5" 4 4
"963" "90522" "90504" "5" 3 5
"964" "90522" "90505" "5" 5 5
"965" "90522" "90506" "5" 3 4
"966" "90522" "90507" "5" 7 4
"967" "90522" "90508" "5" 5 4
"968" "90522" "90509" "5" 5 5
"969" "90522" "90510" "5" 6 5
"970" "90522" "90511" "5" 6 6
"971" "90522" "90512" "5" 3 3
"972" "90522" "90513" "5" 5 5
"973" "90522" "90514" "5" 3 4
"974" "90522" "90515" "5" 6 3
"975" "90522" "90516" "5" 6 3
"976" "90522" "90517" "5" 7 4
"977" "90522" "90518" "5" 4 3
"978" "90522" "90519" "5" 5 6
"979" "90522" "90520" "5" 4 5
"980" "90522" "90521" "5" 4 3
"981" "90522" "90522" "5" 6 6
"982" "90522" "90523" "5" 4 5
"983" "90522" "90524" "5" 5 5
"984" "90522" "90525" "5" 6 3
"985" "90523" "90501" "5" 6 3
"986" "90523" "90502" "5" 4 3
"987" "90523" "90503" "5" 2 3
"988" "90523" "90504" "5" 5 3
"989" "90523" "90505" "5" 6 3
"990" "90523" "90506" "5" 4 3
"991" "90523" "90507" "5" 4 3
"992" "90523" "90508" "5" 2 4
"993" "90523" "90509" "5" 4 4
"994" "90523" "90510" "5" 5 3
"995" "90523" "90511" "5" 3 5
"996" "90523" "90512" "5" 4 4
"997" "90523" "90513" "5" 3 4
"998" "90523" "90514" "5" 3 4
"999" "90523" "90515" "5" 5 3
"1000" "90523" "90516" "5" 5 4
"1001" "90523" "90517" "5" 4 4
"1002" "90523" "90518" "5" 3 5
"1003" "90523" "90519" "5" 3 5
"1004" "90523" "90520" "5" 5 3
"1005" "90523" "90521" "5" 5 3
"1006" "90523" "90522" "5" 6 3
"1007" "90523" "90523" "5" 5 3
"1008" "90523" "90524" "5" 5 3
"1009" "90523" "90525" "5" 4 4
"1010" "90524" "90501" "5" 7 3
"1011" "90524" "90502" "5" 4 2
"1012" "90524" "90503" "5" 3 4
"1013" "90524" "90504" "5" 5 2
"1014" "90524" "90505" "5" 6 3
"1015" "90524" "90506" "5" 3 5
"1016" "90524" "90507" "5" 6 4
"1017" "90524" "90508" "5" 3 5
"1018" "90524" "90509" "5" 5 3
"1019" "90524" "90510" "5" 5 2
"1020" "90524" "90511" "5" 5 5
"1021" "90524" "90512" "5" 1 6
"1022" "90524" "90513" "5" 4 5
"1023" "90524" "90514" "5" 4 3
"1024" "90524" "90515" "5" 5 2
"1025" "90524" "90516" "5" 6 2
"1026" "90524" "90517" "5" 5 2
"1027" "90524" "90518" "5" 3 3
"1028" "90524" "90519" "5" 3 6
"1029" "90524" "90520" "5" 5 3
"1030" "90524" "90521" "5" 4 2
"1031" "90524" "90522" "5" 6 3
"1032" "90524" "90523" "5" 4 3
"1033" "90524" "90524" "5" 3 3
"1034" "90524" "90525" "5" 4 3
"1035" "90525" "90501" "5" 5 4
"1036" "90525" "90502" "5" 4 4
"1037" "90525" "90503" "5" 4 4
"1038" "90525" "90504" "5" 4 4
"1039" "90525" "90505" "5" 4 4
"1040" "90525" "90506" "5" 4 4
"1041" "90525" "90507" "5" 4 4
"1042" "90525" "90508" "5" 4 4
"1043" "90525" "90509" "5" 4 4
"1044" "90525" "90510" "5" 4 5
"1045" "90525" "90511" "5" 5 5
"1046" "90525" "90512" "5" 4 4
"1047" "90525" "90513" "5" 4 4
"1048" "90525" "90514" "5" 5 2
"1049" "90525" "90515" "5" 4 4
"1050" "90525" "90516" "5" 6 2
"1051" "90525" "90517" "5" 5 4
"1052" "90525" "90518" "5" 4 4
"1053" "90525" "90519" "5" 5 2
"1054" "90525" "90520" "5" 4 4
"1055" "90525" "90521" "5" 4 4
"1056" "90525" "90522" "5" 4 4
"1057" "90525" "90523" "5" 4 4
"1058" "90525" "90524" "5" 4 4
"1059" "90525" "90525" "5" 4 4
"1060" "90601" "90601" "6" 4 3
"1061" "90601" "90602" "6" 7 2
"1062" "90601" "90603" "6" 5 2
"1063" "90601" "90604" "6" 3 3
"1064" "90601" "90605" "6" 5 1
"1065" "90601" "90606" "6" 5 1
"1066" "90601" "90607" "6" 6 2
"1067" "90601" "90608" "6" 1 4
"1068" "90601" "90609" "6" 3 2
"1069" "90601" "90610" "6" 6 5
"1070" "90601" "90611" "6" 2 4
"1071" "90601" "90612" "6" 5 4
"1072" "90601" "90613" "6" 5 3
"1073" "90601" "90614" "6" 2 4
"1074" "90601" "90615" "6" 7 2
"1075" "90601" "90616" "6" 5 2
"1076" "90601" "90617" "6" 5 2
"1077" "90601" "90618" "6" 2 4
"1078" "90601" "90619" "6" 1 3
"1079" "90601" "90620" "6" 4 4
"1080" "90601" "90621" "6" 1 4
"1081" "90601" "90622" "6" 1 4
"1082" "90601" "90623" "6" 4 3
"1083" "90602" "90601" "6" 5 4
"1084" "90602" "90602" "6" 6 4
"1085" "90602" "90603" "6" 6 3
"1086" "90602" "90604" "6" 3 4
"1087" "90602" "90605" "6" 6 1
"1088" "90602" "90606" "6" 6 2
"1089" "90602" "90607" "6" 6 3
"1090" "90602" "90608" "6" 1 7
"1091" "90602" "90609" "6" 5 4
"1092" "90602" "90610" "6" 6 4
"1093" "90602" "90611" "6" 4 5
"1094" "90602" "90612" "6" 5 4
"1095" "90602" "90613" "6" 4 3
"1096" "90602" "90614" "6" 6 4
"1097" "90602" "90615" "6" 3 4
"1098" "90602" "90616" "6" 4 2
"1099" "90602" "90617" "6" 4 4
"1100" "90602" "90618" "6" 4 3
"1101" "90602" "90619" "6" 1 5
"1102" "90602" "90620" "6" 6 4
"1103" "90602" "90621" "6" 4 4
"1104" "90602" "90622" "6" 5 5
"1105" "90602" "90623" "6" 4 4
"1106" "90603" "90601" "6" 6 2
"1107" "90603" "90602" "6" 7 3
"1108" "90603" "90603" "6" 7 3
"1109" "90603" "90604" "6" 5 2
"1110" "90603" "90605" "6" 7 2
"1111" "90603" "90606" "6" 6 3
"1112" "90603" "90607" "6" 4 3
"1113" "90603" "90609" "6" 4 3
"1114" "90603" "90610" "6" 5 3
"1115" "90603" "90611" "6" 4 3
"1116" "90603" "90612" "6" 4 2
"1117" "90603" "90613" "6" 5 3
"1118" "90603" "90614" "6" 6 2
"1119" "90603" "90615" "6" 4 2
"1120" "90603" "90616" "6" 5 3
"1121" "90603" "90617" "6" 4 3
"1122" "90603" "90618" "6" 5 3
"1123" "90603" "90619" "6" 4 3
"1124" "90603" "90620" "6" 6 2
"1125" "90603" "90621" "6" 4 3
"1126" "90603" "90622" "6" 4 3
"1127" "90603" "90623" "6" 4 3
"1128" "90604" "90601" "6" 5 2
"1129" "90604" "90602" "6" 6 2
"1130" "90604" "90603" "6" 6 2
"1131" "90604" "90604" "6" 5 2
"1132" "90604" "90605" "6" 7 2
"1133" "90604" "90606" "6" 6 2
"1134" "90604" "90607" "6" 6 2
"1135" "90604" "90608" "6" 2 2
"1136" "90604" "90609" "6" 5 2
"1137" "90604" "90610" "6" 7 2
"1138" "90604" "90611" "6" 4 2
"1139" "90604" "90612" "6" 6 2
"1140" "90604" "90613" "6" 6 2
"1141" "90604" "90614" "6" 4 2
"1142" "90604" "90615" "6" 5 2
"1143" "90604" "90616" "6" 6 2
"1144" "90604" "90617" "6" 5 2
"1145" "90604" "90618" "6" 5 2
"1146" "90604" "90619" "6" 2 2
"1147" "90604" "90620" "6" 6 2
"1148" "90604" "90621" "6" 2 2
"1149" "90604" "90622" "6" 1 6
"1150" "90604" "90623" "6" 4 2
"1151" "90605" "90601" "6" 3 3
"1152" "90605" "90602" "6" 7 4
"1153" "90605" "90603" "6" 2 3
"1154" "90605" "90604" "6" 1 2
"1155" "90605" "90605" "6" 6 1
"1156" "90605" "90606" "6" 4 3
"1157" "90605" "90607" "6" 5 2
"1158" "90605" "90609" "6" 3 4
"1159" "90605" "90610" "6" 3 4
"1160" "90605" "90611" "6" 4 3
"1161" "90605" "90612" "6" 6 3
"1162" "90605" "90613" "6" 5 3
"1163" "90605" "90614" "6" 3 4
"1164" "90605" "90615" "6" 3 4
"1165" "90605" "90616" "6" 6 1
"1166" "90605" "90617" "6" 4 4
"1167" "90605" "90618" "6" 2 5
"1168" "90605" "90619" "6" 2 2
"1169" "90605" "90620" "6" 6 5
"1170" "90605" "90621" "6" 2 4
"1171" "90605" "90622" "6" 2 3
"1172" "90605" "90623" "6" 5 4
"1173" "90607" "90601" "6" 7 1
"1174" "90607" "90602" "6" 7 2
"1175" "90607" "90603" "6" 6 2
"1176" "90607" "90604" "6" 2 4
"1177" "90607" "90605" "6" 6 3
"1178" "90607" "90606" "6" 5 1
"1179" "90607" "90607" "6" 5 2
"1180" "90607" "90608" "6" 1 4
"1181" "90607" "90609" "6" 7 3
"1182" "90607" "90610" "6" 7 3
"1183" "90607" "90611" "6" 1 4
"1184" "90607" "90612" "6" 6 3
"1185" "90607" "90613" "6" 3 3
"1186" "90607" "90614" "6" 1 3
"1187" "90607" "90615" "6" 5 4
"1188" "90607" "90616" "6" 6 3
"1189" "90607" "90617" "6" 3 2
"1190" "90607" "90618" "6" 3 4
"1191" "90607" "90619" "6" 1 3
"1192" "90607" "90620" "6" 5 6
"1193" "90607" "90621" "6" 1 5
"1194" "90607" "90622" "6" 1 3
"1195" "90607" "90623" "6" 5 2
"1196" "90609" "90601" "6" 5 2
"1197" "90609" "90602" "6" 7 1
"1198" "90609" "90603" "6" 3 1
"1199" "90609" "90604" "6" 3 2
"1200" "90609" "90605" "6" 7 2
"1201" "90609" "90606" "6" 6 1
"1202" "90609" "90607" "6" 6 2
"1203" "90609" "90608" "6" 1 4
"1204" "90609" "90609" "6" 4 5
"1205" "90609" "90610" "6" 7 5
"1206" "90609" "90611" "6" 2 6
"1207" "90609" "90612" "6" 5 4
"1208" "90609" "90613" "6" 3 1
"1209" "90609" "90614" "6" 4 3
"1210" "90609" "90615" "6" 5 6
"1211" "90609" "90616" "6" 6 1
"1212" "90609" "90617" "6" 3 2
"1213" "90609" "90618" "6" 4 2
"1214" "90609" "90619" "6" 2 1
"1215" "90609" "90620" "6" 6 5
"1216" "90609" "90621" "6" 1 5
"1217" "90609" "90622" "6" 1 5
"1218" "90609" "90623" "6" 4 2
"1219" "90610" "90601" "6" 6 1
"1220" "90610" "90602" "6" 7 5
"1221" "90610" "90603" "6" 5 5
"1222" "90610" "90604" "6" 3 4
"1223" "90610" "90605" "6" 6 1
"1224" "90610" "90606" "6" 5 4
"1225" "90610" "90607" "6" 6 3
"1226" "90610" "90609" "6" 5 3
"1227" "90610" "90610" "6" 6 5
"1228" "90610" "90611" "6" 2 4
"1229" "90610" "90612" "6" 5 4
"1230" "90610" "90613" "6" 2 4
"1231" "90610" "90614" "6" 1 4
"1232" "90610" "90615" "6" 6 6
"1233" "90610" "90616" "6" 5 4
"1234" "90610" "90617" "6" 3 4
"1235" "90610" "90618" "6" 1 4
"1236" "90610" "90619" "6" 2 1
"1237" "90610" "90620" "6" 4 6
"1238" "90610" "90621" "6" 2 1
"1239" "90610" "90622" "6" 1 4
"1240" "90610" "90623" "6" 3 4
"1241" "90611" "90601" "6" 5 4
"1242" "90611" "90602" "6" 5 4
"1243" "90611" "90603" "6" 5 3
"1244" "90611" "90604" "6" 4 3
"1245" "90611" "90605" "6" 6 2
"1246" "90611" "90606" "6" 5 2
"1247" "90611" "90607" "6" 5 2
"1248" "90611" "90609" "6" 5 2
"1249" "90611" "90610" "6" 6 2
"1250" "90611" "90611" "6" 4 6
"1251" "90611" "90612" "6" 5 4
"1252" "90611" "90613" "6" 4 2
"1253" "90611" "90614" "6" 4 4
"1254" "90611" "90615" "6" 5 6
"1255" "90611" "90616" "6" 4 4
"1256" "90611" "90617" "6" 5 5
"1257" "90611" "90618" "6" 5 5
"1258" "90611" "90619" "6" 2 4
"1259" "90611" "90620" "6" 4 5
"1260" "90611" "90621" "6" 2 5
"1261" "90611" "90622" "6" 6 3
"1262" "90611" "90623" "6" 4 4
"1263" "90612" "90601" "6" 5 2
"1264" "90612" "90602" "6" 7 4
"1265" "90612" "90603" "6" 5 7
"1266" "90612" "90604" "6" 4 1
"1267" "90612" "90605" "6" 7 1
"1268" "90612" "90606" "6" 5 3
"1269" "90612" "90607" "6" 7 4
"1270" "90612" "90608" "6" 1 2
"1271" "90612" "90609" "6" 3 4
"1272" "90612" "90610" "6" 7 6
"1273" "90612" "90611" "6" 2 4
"1274" "90612" "90612" "6" 6 3
"1275" "90612" "90613" "6" 5 2
"1276" "90612" "90614" "6" 3 3
"1277" "90612" "90615" "6" 5 2
"1278" "90612" "90616" "6" 7 1
"1279" "90612" "90617" "6" 5 4
"1280" "90612" "90618" "6" 4 1
"1281" "90612" "90619" "6" 1 1
"1282" "90612" "90620" "6" 5 3
"1283" "90612" "90621" "6" 1 3
"1284" "90612" "90622" "6" 1 7
"1285" "90612" "90623" "6" 4 3
"1286" "90613" "90601" "6" 3 4
"1287" "90613" "90602" "6" 3 5
"1288" "90613" "90603" "6" 4 4
"1289" "90613" "90604" "6" 3 4
"1290" "90613" "90605" "6" 6 3
"1291" "90613" "90606" "6" 5 4
"1292" "90613" "90607" "6" 6 4
"1293" "90613" "90608" "6" 2 4
"1294" "90613" "90609" "6" 3 4
"1295" "90613" "90610" "6" 5 4
"1296" "90613" "90611" "6" 4 4
"1297" "90613" "90612" "6" 7 3
"1298" "90613" "90613" "6" 4 6
"1299" "90613" "90614" "6" 2 4
"1300" "90613" "90615" "6" 4 4
"1301" "90613" "90616" "6" 3 2
"1302" "90613" "90617" "6" 5 4
"1303" "90613" "90618" "6" 4 4
"1304" "90613" "90619" "6" 3 4
"1305" "90613" "90620" "6" 5 4
"1306" "90613" "90621" "6" 5 4
"1307" "90613" "90622" "6" 3 4
"1308" "90613" "90623" "6" 6 4
"1309" "90615" "90601" "6" 7 1
"1310" "90615" "90602" "6" 6 1
"1311" "90615" "90603" "6" 4 2
"1312" "90615" "90604" "6" 3 3
"1313" "90615" "90605" "6" 7 1
"1314" "90615" "90606" "6" 5 1
"1315" "90615" "90607" "6" 4 4
"1316" "90615" "90609" "6" 4 4
"1317" "90615" "90610" "6" 4 4
"1318" "90615" "90611" "6" 4 4
"1319" "90615" "90612" "6" 4 5
"1320" "90615" "90613" "6" 2 3
"1321" "90615" "90614" "6" 3 4
"1322" "90615" "90615" "6" 6 5
"1323" "90615" "90617" "6" 3 5
"1324" "90615" "90618" "6" 4 5
"1325" "90615" "90619" "6" 2 3
"1326" "90615" "90620" "6" 5 5
"1327" "90615" "90621" "6" 1 5
"1328" "90615" "90622" "6" 2 5
"1329" "90615" "90623" "6" 2 5
"1330" "90617" "90601" "6" 5 4
"1331" "90617" "90602" "6" 7 2
"1332" "90617" "90603" "6" 5 2
"1333" "90617" "90604" "6" 4 3
"1334" "90617" "90605" "6" 6 2
"1335" "90617" "90606" "6" 6 2
"1336" "90617" "90607" "6" 6 4
"1337" "90617" "90608" "6" 4 4
"1338" "90617" "90609" "6" 4 4
"1339" "90617" "90610" "6" 6 3
"1340" "90617" "90611" "6" 4 4
"1341" "90617" "90612" "6" 4 3
"1342" "90617" "90613" "6" 4 3
"1343" "90617" "90614" "6" 4 4
"1344" "90617" "90615" "6" 4 4
"1345" "90617" "90616" "6" 4 2
"1346" "90617" "90617" "6" 5 4
"1347" "90617" "90618" "6" 4 4
"1348" "90617" "90619" "6" 2 3
"1349" "90617" "90620" "6" 5 5
"1350" "90617" "90621" "6" 4 4
"1351" "90617" "90622" "6" 2 6
"1352" "90617" "90623" "6" 6 4
"1353" "90618" "90601" "6" 5 3
"1354" "90618" "90602" "6" 7 5
"1355" "90618" "90603" "6" 6 5
"1356" "90618" "90604" "6" 3 5
"1357" "90618" "90605" "6" 7 2
"1358" "90618" "90606" "6" 6 3
"1359" "90618" "90607" "6" 7 6
"1360" "90618" "90609" "6" 4 5
"1361" "90618" "90610" "6" 7 4
"1362" "90618" "90611" "6" 4 4
"1363" "90618" "90612" "6" 6 3
"1364" "90618" "90613" "6" 5 3
"1365" "90618" "90614" "6" 3 4
"1366" "90618" "90615" "6" 6 5
"1367" "90618" "90616" "6" 6 2
"1368" "90618" "90617" "6" 4 3
"1369" "90618" "90618" "6" 5 4
"1370" "90618" "90619" "6" 1 4
"1371" "90618" "90620" "6" 4 5
"1372" "90618" "90621" "6" 2 5
"1373" "90618" "90623" "6" 4 4
"1374" "90619" "90601" "6" 3 4
"1375" "90619" "90602" "6" 6 5
"1376" "90619" "90603" "6" 6 3
"1377" "90619" "90604" "6" 4 4
"1378" "90619" "90605" "6" 6 3
"1379" "90619" "90606" "6" 6 4
"1380" "90619" "90607" "6" 4 4
"1381" "90619" "90609" "6" 4 4
"1382" "90619" "90610" "6" 7 5
"1383" "90619" "90611" "6" 3 4
"1384" "90619" "90612" "6" 3 5
"1385" "90619" "90613" "6" 5 2
"1386" "90619" "90614" "6" 4 4
"1387" "90619" "90615" "6" 4 4
"1388" "90619" "90616" "6" 5 2
"1389" "90619" "90617" "6" 4 4
"1390" "90619" "90618" "6" 2 5
"1391" "90619" "90619" "6" 1 2
"1392" "90619" "90620" "6" 3 5
"1393" "90619" "90621" "6" 1 5
"1394" "90619" "90622" "6" 3 5
"1395" "90619" "90623" "6" 2 4
"1396" "90620" "90601" "6" 2 4
"1397" "90620" "90602" "6" 6 2
"1398" "90620" "90603" "6" 5 3
"1399" "90620" "90604" "6" 2 5
"1400" "90620" "90605" "6" 6 2
"1401" "90620" "90606" "6" 6 2
"1402" "90620" "90607" "6" 3 4
"1403" "90620" "90608" "6" 3 4
"1404" "90620" "90609" "6" 4 4
"1405" "90620" "90610" "6" 6 3
"1406" "90620" "90611" "6" 5 5
"1407" "90620" "90612" "6" 4 4
"1408" "90620" "90613" "6" 4 5
"1409" "90620" "90614" "6" 4 3
"1410" "90620" "90615" "6" 4 4
"1411" "90620" "90616" "6" 4 3
"1412" "90620" "90617" "6" 3 4
"1413" "90620" "90618" "6" 3 5
"1414" "90620" "90619" "6" 1 5
"1415" "90620" "90620" "6" 5 2
"1416" "90620" "90621" "6" 4 4
"1417" "90620" "90622" "6" 4 4
"1418" "90620" "90623" "6" 5 3
"1419" "90621" "90601" "6" 5 4
"1420" "90621" "90602" "6" 6 4
"1421" "90621" "90603" "6" 6 4
"1422" "90621" "90604" "6" 4 5
"1423" "90621" "90605" "6" 6 4
"1424" "90621" "90606" "6" 5 4
"1425" "90621" "90607" "6" 6 4
"1426" "90621" "90608" "6" 6 4
"1427" "90621" "90609" "6" 5 4
"1428" "90621" "90610" "6" 5 4
"1429" "90621" "90611" "6" 6 4
"1430" "90621" "90612" "6" 6 4
"1431" "90621" "90613" "6" 6 4
"1432" "90621" "90614" "6" 6 4
"1433" "90621" "90615" "6" 5 4
"1434" "90621" "90616" "6" 6 4
"1435" "90621" "90617" "6" 5 4
"1436" "90621" "90618" "6" 6 4
"1437" "90621" "90619" "6" 3 5
"1438" "90621" "90620" "6" 5 4
"1439" "90621" "90621" "6" 3 5
"1440" "90621" "90622" "6" 3 4
"1441" "90621" "90623" "6" 5 4
"1442" "90622" "90601" "6" 5 3
"1443" "90622" "90602" "6" 6 3
"1444" "90622" "90603" "6" 6 5
"1445" "90622" "90604" "6" 6 3
