"perceiver.id" "target.id" "liking_a" "liking_b" "metaliking_a" "metaliking_b"
"869" 5 17 3 1 1 1
"870" 6 17 4 3 3 3
"871" 7 17 3 3 3 3
"872" 8 17 2 2 3 3
"873" 9 17 2 3 3 2
"874" 10 17 1 1 2 2
"875" 11 17 2 2 3 2
"876" 12 17 5 4 4 4
"877" 13 17 3 3 4 3
"878" 14 17 3 2 3 2
"879" 15 17 4 3 2 2
"880" 16 17 5 5 5 5
"881" 17 17 NA NA NA NA
"882" 18 17 3 2 2 4
"883" 19 17 2 2 2 2
"884" 20 17 4 4 4 3
"885" 21 17 2 2 2 2
"886" 22 17 2 2 3 3
"887" 23 17 2 2 3 4
"888" 24 17 2 2 3 2
"889" 25 17 1 1 1 1
"890" 26 17 2 1 2 2
"891" 27 17 3 2 3 2
"892" 28 17 2 2 1 1
"893" 29 17 3 3 3 3
"894" 30 17 3 2 3 3
"895" 31 17 3 3 3 3
"896" 32 17 1 0 1 0
"897" 33 17 3 3 3 3
"898" 34 17 1 1 1 1
"899" 35 17 1 2 3 3
"900" 36 17 1 0 1 0
"901" 37 17 0 0 0 0
"902" 38 17 2 2 2 2
"903" 39 17 2 2 2 2
"904" 40 17 2 2 3 3
"905" 41 17 3 3 3 3
"906" 42 17 3 2 2 2
"907" 43 17 3 3 3 3
"908" 44 17 3 2 3 3
"909" 45 17 4 5 3 3
"910" 46 17 3 2 2 2
"911" 47 17 3 3 2 2
"912" 48 17 2 2 2 2
"913" 49 17 2 2 3 2
"914" 50 17 2 2 1 1
"915" 51 17 2 1 2 2
"916" 52 17 2 2 2 2
"917" 53 17 4 4 2 2
"918" 54 17 3 3 3 3
"919" 1 18 3 3 3 3
"920" 2 18 3 3 3 3
"921" 3 18 3 2 3 3
"922" 4 18 4 4 3 3
"923" 5 18 4 3 1 1
"924" 6 18 4 4 4 4
"925" 7 18 4 3 3 3
"926" 8 18 4 4 3 3
"927" 9 18 3 3 4 4
"928" 10 18 4 3 3 2
"929" 11 18 4 3 3 3
"930" 12 18 4 3 3 3
"931" 13 18 3 3 4 3
"932" 14 18 3 3 2 2
"933" 15 18 3 2 2 2
"934" 16 18 5 5 5 5
"935" 17 18 4 4 3 3
"936" 18 18 NA NA NA NA
"937" 19 18 2 2 2 2
"938" 20 18 4 4 4 3
"939" 21 18 2 2 2 2
"940" 22 18 4 4 3 3
"941" 23 18 4 3 3 3
"942" 24 18 4 4 4 3
"943" 25 18 3 3 3 3
"944" 26 18 3 3 3 3
"945" 27 18 4 4 3 3
"946" 28 18 4 3 3 3
"947" 29 18 3 2 3 2
"948" 30 18 4 3 3 2
"949" 31 18 5 5 4 5
"950" 32 18 3 3 3 3
"951" 33 18 3 3 3 3
"952" 34 18 3 3 3 3
"953" 35 18 3 3 3 3
"954" 36 18 2 2 2 2
"955" 37 18 3 3 2 2
"956" 38 18 3 3 3 3
"957" 39 18 3 3 3 3
"958" 40 18 3 3 3 3
"959" 41 18 3 3 3 3
"960" 42 18 4 4 4 4
"961" 43 18 3 3 3 3
"962" 44 18 3 2 3 3
"963" 45 18 4 4 3 3
"964" 46 18 3 3 2 2
"965" 47 18 3 3 3 3
"966" 48 18 3 2 2 2
"967" 49 18 4 3 3 3
"968" 50 18 3 3 2 2
"969" 51 18 2 1 2 2
"970" 52 18 4 4 3 3
"971" 53 18 5 4 2 2
"972" 54 18 3 3 3 3
"973" 1 19 2 2 2 2
"974" 2 19 3 3 3 3
"975" 3 19 2 2 3 2
"976" 4 19 4 3 3 4
"977" 5 19 4 4 3 3
"978" 6 19 5 4 3 4
"979" 7 19 3 3 2 1
"980" 8 19 3 3 3 3
"981" 9 19 2 2 2 2
"982" 10 19 2 2 3 3
"983" 11 19 1 1 1 1
"984" 12 19 2 3 2 3
"985" 13 19 4 3 4 4
"986" 14 19 3 3 3 3
"987" 15 19 2 2 1 1
"988" 16 19 2 2 2 2
"989" 17 19 3 3 2 2
"990" 18 19 3 4 3 3
"991" 19 19 NA NA NA NA
"992" 20 19 4 4 3 3
"993" 21 19 2 2 2 2
"994" 22 19 3 3 4 3
"995" 23 19 3 3 4 4
"996" 24 19 3 2 3 2
"997" 25 19 2 1 3 1
"998" 26 19 3 4 3 3
"999" 27 19 3 2 2 2
"1000" 28 19 3 3 3 3
"1001" 29 19 3 3 3 2
"1002" 30 19 1 1 3 3
"1003" 31 19 0 5 2 3
"1004" 32 19 2 1 3 1
"1005" 33 19 3 3 3 3
"1006" 34 19 2 2 1 1
"1007" 35 19 2 1 3 3
"1008" 36 19 1 1 1 1
"1009" 37 19 1 1 1 0
"1010" 38 19 2 2 2 2
"1011" 39 19 3 3 3 3
"1012" 40 19 2 2 3 3
"1013" 41 19 3 3 3 3
"1014" 42 19 3 2 3 3
"1015" 43 19 3 3 3 3
"1016" 44 19 3 3 3 4
"1017" 45 19 3 3 3 3
"1018" 46 19 2 2 2 2
"1019" 47 19 3 2 2 3
"1020" 48 19 1 1 1 1
"1021" 49 19 2 1 2 2
"1022" 50 19 3 3 3 3
"1023" 51 19 3 2 3 3
"1024" 52 19 3 2 2 2
"1025" 53 19 5 5 2 2
"1026" 54 19 3 2 2 2
"1027" 1 20 3 3 3 3
"1028" 2 20 4 4 2 2
"1029" 3 20 3 2 3 4
"1030" 4 20 3 4 3 3
"1031" 5 20 4 4 3 3
"1032" 6 20 5 5 4 3
"1033" 7 20 4 4 2 1
"1034" 8 20 4 4 3 3
"1035" 9 20 4 5 3 3
"1036" 10 20 4 3 3 3
"1037" 11 20 3 3 3 3
"1038" 12 20 4 4 4 3
"1039" 13 20 4 4 4 4
"1040" 14 20 5 4 4 3
"1041" 15 20 3 2 2 2
"1042" 16 20 3 4 4 4
"1043" 17 20 4 3 3 3
"1044" 18 20 5 5 4 4
"1045" 19 20 3 3 2 2
"1046" 20 20 NA NA NA NA
"1047" 21 20 3 3 3 3
"1048" 22 20 4 3 3 3
"1049" 23 20 4 4 4 4
"1050" 24 20 4 4 3 2
"1051" 25 20 4 3 2 2
"1052" 26 20 4 4 4 4
"1053" 27 20 3 3 3 2
"1054" 28 20 4 4 4 4
"1055" 29 20 3 2 3 2
"1056" 30 20 5 5 4 4
"1057" 31 20 4 3 3 3
"1058" 32 20 2 2 2 1
"1059" 33 20 3 3 3 3
"1060" 34 20 3 4 3 3
"1061" 35 20 2 2 2 2
"1062" 36 20 2 1 2 2
"1063" 37 20 1 1 0 0
"1064" 38 20 3 3 3 3
"1065" 39 20 3 3 3 3
"1066" 40 20 4 4 3 3
"1067" 41 20 4 3 3 3
"1068" 42 20 4 3 3 3
"1069" 43 20 2 2 2 2
"1070" 44 20 4 4 3 4
"1071" 45 20 3 3 3 3
"1072" 46 20 3 3 2 3
"1073" 47 20 3 3 3 3
"1074" 48 20 1 1 1 1
"1075" 49 20 3 3 3 3
"1076" 50 20 4 3 3 3
"1077" 51 20 3 1 3 3
"1078" 52 20 3 3 3 3
"1079" 53 20 5 5 2 2
"1080" 54 20 4 4 3 3
"1081" 1 21 2 2 1 1
"1082" 2 21 4 4 3 2
"1083" 3 21 2 2 2 2
"1084" 4 21 3 3 3 3
"1085" 5 21 2 1 2 1
"1086" 6 21 4 4 3 3
"1087" 7 21 4 3 2 2
"1088" 8 21 3 3 3 3
"1089" 9 21 3 3 3 3
"1090" 10 21 2 2 3 2
"1091" 11 21 2 2 2 2
"1092" 12 21 4 3 3 3
"1093" 13 21 4 3 4 4
"1094" 14 21 4 4 3 3
"1095" 15 21 3 3 3 3
"1096" 16 21 2 2 2 2
"1097" 17 21 3 3 2 2
"1098" 18 21 4 4 4 3
"1099" 19 21 2 2 2 2
"1100" 20 21 4 3 3 3
"1101" 21 21 NA NA NA NA
"1102" 22 21 4 3 4 3
"1103" 23 21 3 3 3 3
"1104" 24 21 4 4 3 2
"1105" 25 21 2 2 2 1
"1106" 26 21 2 2 3 3
"1107" 27 21 4 4 3 3
"1108" 28 21 3 2 2 2
"1109" 29 21 4 2 4 2
"1110" 30 21 3 3 2 2
"1111" 31 21 3 4 3 4
"1112" 32 21 3 3 3 3
"1113" 33 21 3 2 3 3
"1114" 34 21 4 4 3 3
"1115" 35 21 4 4 4 3
"1116" 36 21 4 2 3 1
"1117" 37 21 2 2 2 2
"1118" 38 21 3 3 3 3
"1119" 39 21 4 3 3 3
"1120" 40 21 3 3 3 3
"1121" 41 21 3 3 3 3
"1122" 42 21 4 4 4 4
"1123" 43 21 0 0 0 0
"1124" 44 21 3 3 3 3
"1125" 45 21 4 4 3 3
"1126" 46 21 4 4 3 3
"1127" 47 21 4 3 3 2
"1128" 48 21 2 1 1 1
"1129" 49 21 3 2 3 2
"1130" 50 21 3 3 3 3
"1131" 51 21 3 3 3 3
"1132" 52 21 4 3 3 3
"1133" 53 21 2 2 1 0
"1134" 54 21 3 3 3 3
"1135" 1 22 2 3 3 3
"1136" 2 22 4 4 2 2
"1137" 3 22 3 3 2 2
"1138" 4 22 3 3 2 3
"1139" 5 22 3 2 2 2
"1140" 6 22 5 4 4 4
"1141" 7 22 3 3 3 3
"1142" 8 22 3 2 3 3
"1143" 9 22 3 3 3 2
"1144" 10 22 3 3 3 2
"1145" 11 22 3 3 3 2
"1146" 12 22 3 3 3 2
"1147" 13 22 5 4 4 3
"1148" 14 22 3 3 3 3
"1149" 15 22 4 3 3 3
"1150" 16 22 3 4 3 3
"1151" 17 22 4 4 3 3
"1152" 18 22 3 3 2 1
"1153" 19 22 3 3 2 2
"1154" 20 22 4 4 3 3
"1155" 21 22 4 4 3 2
"1156" 22 22 NA NA NA NA
"1157" 23 22 4 3 2 1
"1158" 24 22 2 1 3 2
"1159" 25 22 3 3 3 2
"1160" 26 22 4 4 3 3
"1161" 27 22 3 2 2 1
"1162" 28 22 5 5 5 5
"1163" 29 22 4 3 3 3
"1164" 30 22 4 5 4 4
"1165" 31 22 3 3 3 2
"1166" 32 22 3 3 2 2
"1167" 33 22 3 3 3 3
"1168" 34 22 4 4 3 3
"1169" 35 22 3 3 3 3
"1170" 36 22 2 1 1 0
"1171" 37 22 3 3 2 2
"1172" 38 22 3 3 3 3
"1173" 39 22 3 3 2 2
"1174" 40 22 3 3 3 3
"1175" 41 22 3 3 3 3
"1176" 42 22 4 3 3 3
"1177" 43 22 2 2 2 2
"1178" 44 22 2 3 3 4
"1179" 45 22 3 2 2 2
"1180" 46 22 4 4 3 3
"1181" 47 22 3 3 3 3
"1182" 48 22 2 2 2 2
"1183" 49 22 3 2 2 3
"1184" 50 22 4 3 3 3
"1185" 51 22 3 2 3 2
"1186" 52 22 4 3 3 3
"1187" 53 22 3 3 2 2
"1188" 54 22 4 3 3 3
"1189" 1 23 3 3 3 3
"1190" 2 23 3 2 3 2
"1191" 3 23 3 3 3 3
"1192" 4 23 2 2 2 2
"1193" 5 23 3 2 3 1
"1194" 6 23 4 4 3 3
"1195" 7 23 3 3 3 3
"1196" 8 23 2 2 3 3
"1197" 9 23 3 2 3 3
"1198" 10 23 2 2 3 2
"1199" 11 23 1 1 1 1
"1200" 12 23 3 2 3 2
"1201" 13 23 4 4 4 3
"1202" 14 23 4 4 3 3
"1203" 15 23 2 1 1 1
"1204" 16 23 1 1 1 1
"1205" 17 23 3 3 3 2
"1206" 18 23 3 2 1 2
"1207" 19 23 2 2 2 2
"1208" 20 23 4 4 3 3
"1209" 21 23 3 3 3 3
"1210" 22 23 4 3 4 3
"1211" 23 23 NA NA NA NA
"1212" 24 23 3 3 3 2
"1213" 25 23 3 3 2 2
"1214" 26 23 2 2 3 3
"1215" 27 23 4 3 3 2
"1216" 28 23 3 3 2 3
"1217" 29 23 3 3 3 3
"1218" 30 23 2 2 3 3
"1219" 31 23 2 2 3 3
"1220" 32 23 2 1 2 2
"1221" 33 23 3 3 3 3
"1222" 34 23 3 3 3 3
"1223" 35 23 2 2 3 3
"1224" 36 23 2 1 2 1
"1225" 37 23 1 0 0 0
"1226" 38 23 2 2 2 2
"1227" 39 23 3 3 3 3
"1228" 40 23 3 3 3 3
"1229" 41 23 3 3 3 3
"1230" 42 23 2 1 2 1
"1231" 43 23 3 3 3 3
"1232" 44 23 1 1 2 3
"1233" 45 23 3 2 3 2
"1234" 46 23 3 3 3 3
"1235" 47 23 3 2 3 3
"1236" 48 23 2 2 2 2
"1237" 49 23 2 2 2 2
"1238" 50 23 2 2 2 1
"1239" 51 23 3 1 2 2
"1240" 52 23 2 2 2 2
"1241" 53 23 4 4 2 2
"1242" 54 23 3 3 2 2
"1243" 1 24 3 2 2 2
"1244" 2 24 4 4 2 2
"1245" 3 24 2 2 3 3
"1246" 4 24 2 3 3 2
"1247" 5 24 4 3 2 2
"1248" 6 24 3 4 3 3
"1249" 7 24 3 3 3 3
"1250" 8 24 3 3 3 3
"1251" 9 24 3 2 2 1
"1252" 10 24 2 3 3 3
"1253" 11 24 2 2 2 2
"1254" 12 24 3 3 4 3
"1255" 13 24 4 3 4 4
"1256" 14 24 3 3 3 3
"1257" 15 24 3 2 2 2
"1258" 16 24 1 1 1 1
"1259" 17 24 3 3 2 2
"1260" 18 24 1 0 2 2
"1261" 19 24 2 2 2 2
"1262" 20 24 3 3 3 3
"1263" 21 24 2 2 2 2
"1264" 22 24 3 3 3 3
"1265" 23 24 3 3 4 4
"1266" 24 24 NA NA NA NA
"1267" 25 24 2 3 3 3
"1268" 26 24 3 4 4 4
"1269" 27 24 4 3 3 2
"1270" 28 24 3 3 3 3
"1271" 29 24 2 2 2 2
"1272" 30 24 2 1 3 3
"1273" 31 24 1 1 2 1
"1274" 32 24 1 0 1 0
"1275" 33 24 3 3 3 3
"1276" 34 24 2 2 3 2
"1277" 35 24 1 1 3 3
"1278" 36 24 3 1 2 1
"1279" 37 24 2 1 1 1
"1280" 38 24 2 2 2 2
"1281" 39 24 3 2 2 2
"1282" 40 24 3 3 3 3
"1283" 41 24 3 2 2 2
"1284" 42 24 1 1 1 1
"1285" 43 24 3 3 3 3
"1286" 44 24 2 3 3 3
"1287" 45 24 3 2 3 3
"1288" 46 24 3 2 2 2
"1289" 47 24 2 2 2 2
"1290" 48 24 2 2 2 2
"1291" 49 24 2 2 2 2
"1292" 50 24 2 0 1 2
"1293" 51 24 2 1 2 2
"1294" 52 24 2 1 3 3
"1295" 53 24 3 3 1 1
"1296" 54 24 3 2 2 2
"1297" 1 25 3 3 3 3
"1298" 2 25 3 3 3 3
"1299" 3 25 1 1 3 3
"1300" 4 25 3 4 3 4
"1301" 5 25 3 3 3 2
"1302" 6 25 3 4 3 3
"1303" 7 25 3 3 2 1
"1304" 8 25 3 3 3 3
"1305" 9 25 3 2 2 2
"1306" 10 25 4 4 3 4
"1307" 11 25 2 2 2 3
"1308" 12 25 4 3 3 3
"1309" 13 25 3 3 4 3
"1310" 14 25 4 2 3 2
"1311" 15 25 3 3 2 2
"1312" 16 25 3 3 3 3
"1313" 17 25 4 3 3 3
"1314" 18 25 4 3 2 3
"1315" 19 25 3 3 2 2
"1316" 20 25 4 4 3 3
"1317" 21 25 2 2 3 3
"1318" 22 25 4 4 4 3
"1319" 23 25 4 3 4 3
"1320" 24 25 4 4 3 2
"1321" 25 25 NA NA NA NA
"1322" 26 25 2 2 2 2
"1323" 27 25 4 3 3 3
"1324" 28 25 4 4 3 4
"1325" 29 25 3 3 3 3
"1326" 30 25 2 2 3 2
"1327" 31 25 3 4 3 4
"1328" 32 25 3 1 2 2
"1329" 33 25 3 3 3 3
"1330" 34 25 3 4 3 3
"1331" 35 25 3 3 3 3
"1332" 36 25 2 0 2 1
"1333" 37 25 2 2 1 1
"1334" 38 25 3 3 3 3
"1335" 39 25 3 3 3 3
"1336" 40 25 3 3 3 3
"1337" 41 25 4 3 3 3
"1338" 42 25 3 2 2 2
"1339" 43 25 3 3 3 3
"1340" 44 25 2 2 3 2
"1341" 45 25 3 2 3 3
"1342" 46 25 3 3 2 2
"1343" 47 25 3 2 3 2
"1344" 48 25 3 2 3 2
"1345" 49 25 3 3 3 3
"1346" 50 25 3 3 3 3
"1347" 51 25 3 2 3 2
"1348" 52 25 3 1 3 2
"1349" 53 25 5 4 2 2
"1350" 54 25 4 3 3 3
"1351" 1 26 3 2 3 2
"1352" 2 26 4 3 3 3
"1353" 3 26 2 2 2 2
"1354" 4 26 3 2 3 2
"1355" 5 26 4 3 3 2
"1356" 6 26 4 4 3 3
"1357" 7 26 3 3 2 2
"1358" 8 26 3 3 3 3
"1359" 9 26 3 3 3 3
"1360" 10 26 3 2 3 3
"1361" 11 26 1 1 1 1
"1362" 12 26 3 3 3 3
"1363" 13 26 5 4 5 4
"1364" 14 26 3 3 3 3
"1365" 15 26 4 3 3 3
"1366" 16 26 2 2 2 2
"1367" 17 26 3 3 3 3
"1368" 18 26 2 1 3 3
"1369" 19 26 2 2 2 2
"1370" 20 26 4 3 3 3
"1371" 21 26 2 2 3 2
"1372" 22 26 2 2 3 3
"1373" 23 26 4 3 2 2
"1374" 24 26 4 4 3 4
"1375" 25 26 1 0 3 2
"1376" 26 26 NA NA NA NA
"1377" 27 26 3 2 2 2
"1378" 28 26 4 3 3 3
"1379" 29 26 4 3 2 3
"1380" 30 26 1 1 3 2
"1381" 31 26 2 2 2 2
"1382" 32 26 2 2 2 2
"1383" 33 26 3 3 3 3
"1384" 34 26 3 3 3 3
"1385" 35 26 1 1 2 2
"1386" 36 26 2 1 2 1
"1387" 37 26 2 2 2 2
"1388" 38 26 3 3 3 3
"1389" 39 26 2 2 2 2
"1390" 40 26 3 3 3 3
"1391" 41 26 3 3 3 3
"1392" 42 26 4 3 3 3
"1393" 43 26 3 3 3 3
"1394" 44 26 4 4 4 3
"1395" 45 26 3 3 3 3
"1396" 46 26 4 4 3 3
"1397" 47 26 2 2 3 3
"1398" 48 26 3 2 2 2
"1399" 49 26 2 2 2 2
"1400" 50 26 4 4 3 2
"1401" 51 26 3 2 3 3
"1402" 52 26 3 1 3 3
"1403" 53 26 5 4 2 2
"1404" 54 26 3 3 3 3
"1405" 1 27 3 3 3 3
"1406" 2 27 4 4 3 3
"1407" 3 27 3 3 3 3
"1408" 4 27 3 3 3 3
"1409" 5 27 4 3 3 2
"1410" 6 27 5 4 4 3
"1411" 7 27 3 3 3 3
"1412" 8 27 4 4 3 3
"1413" 9 27 4 4 4 4
"1414" 10 27 3 3 3 3
"1415" 11 27 3 3 3 3
"1416" 12 27 4 3 4 3
"1417" 13 27 4 3 4 3
"1418" 14 27 3 3 3 3
"1419" 15 27 4 3 3 3
"1420" 16 27 5 5 5 5
"1421" 17 27 4 3 3 3
"1422" 18 27 4 5 3 4
"1423" 19 27 3 3 2 2
"1424" 20 27 4 4 3 3
"1425" 21 27 3 3 3 3
"1426" 22 27 2 2 3 2
"1427" 23 27 3 3 0 0
"1428" 24 27 4 4 3 2
"1429" 25 27 4 3 3 3
"1430" 26 27 3 3 4 4
"1431" 27 27 NA NA NA NA
"1432" 28 27 4 4 3 4
"1433" 29 27 5 4 4 3
"1434" 30 27 3 4 3 3
"1435" 31 27 4 5 4 4
"1436" 32 27 3 2 2 1
"1437" 33 27 3 3 3 3
"1438" 34 27 3 3 3 3
"1439" 35 27 3 3 3 3
"1440" 36 27 2 1 2 1
"1441" 37 27 1 0 0 0
"1442" 38 27 4 4 4 4
"1443" 39 27 5 5 5 5
"1444" 40 27 3 3 3 3
"1445" 41 27 4 3 3 3
"1446" 42 27 3 2 3 2
"1447" 43 27 2 3 3 3
"1448" 44 27 2 3 3 3
"1449" 45 27 4 4 3 3
"1450" 46 27 4 4 3 3
"1451" 47 27 3 3 3 3
"1452" 48 27 3 2 3 2
"1453" 49 27 3 3 2 2
"1454" 50 27 4 4 3 3
"1455" 51 27 3 2 3 2
"1456" 52 27 4 2 3 2
"1457" 53 27 4 3 1 1
"1458" 54 27 4 4 3 3
"1459" 1 28 3 3 2 1
"1460" 2 28 3 2 2 2
"1461" 3 28 2 1 1 1
"1462" 4 28 3 2 3 2
"1463" 5 28 4 3 3 2
"1464" 6 28 5 4 3 3
"1465" 7 28 4 4 3 3
"1466" 8 28 4 4 3 3
"1467" 9 28 3 3 3 3
"1468" 10 28 4 3 3 2
"1469" 11 28 3 4 3 3
"1470" 12 28 4 4 3 3
"1471" 13 28 5 5 4 4
"1472" 14 28 5 5 3 3
"1473" 15 28 4 3 3 2
"1474" 16 28 3 2 3 2
"1475" 17 28 3 3 3 3
"1476" 18 28 4 3 3 3
"1477" 19 28 2 3 2 2
"1478" 20 28 4 4 3 3
"1479" 21 28 4 4 3 2
"1480" 22 28 4 4 4 4
"1481" 23 28 2 2 1 1
"1482" 24 28 3 2 3 2
"1483" 25 28 3 2 2 1
"1484" 26 28 5 5 3 3
"1485" 27 28 4 4 4 3
"1486" 28 28 NA NA NA NA
"1487" 29 28 4 4 4 3
"1488" 30 28 4 4 3 4
"1489" 31 28 0 0 1 0
"1490" 32 28 4 4 3 2
"1491" 33 28 4 4 3 3
"1492" 34 28 4 4 3 3
"1493" 35 28 4 4 3 3
"1494" 36 28 4 3 3 3
"1495" 37 28 4 4 3 3
"1496" 38 28 2 2 2 2
"1497" 39 28 4 3 2 2
"1498" 40 28 4 4 4 4
"1499" 41 28 3 3 3 3
"1500" 42 28 3 1 2 2
"1501" 43 28 3 3 3 3
"1502" 44 28 4 3 3 3
"1503" 45 28 3 3 2 2
"1504" 46 28 5 5 3 3
"1505" 47 28 3 3 3 3
"1506" 48 28 3 3 3 3
"1507" 49 28 3 2 2 2
"1508" 50 28 4 4 3 3
"1509" 51 28 4 3 4 3
"1510" 52 28 4 4 4 4
"1511" 53 28 4 4 1 0
"1512" 54 28 3 2 2 2
"1513" 1 29 3 3 2 2
"1514" 2 29 4 4 3 3
"1515" 3 29 3 3 3 3
"1516" 4 29 3 2 3 2
"1517" 5 29 3 2 2 1
"1518" 6 29 4 4 4 3
"1519" 7 29 5 5 4 4
"1520" 8 29 4 4 3 3
"1521" 9 29 3 3 3 3
"1522" 10 29 3 3 3 3
"1523" 11 29 3 3 3 3
"1524" 12 29 4 4 4 4
"1525" 13 29 5 4 4 4
"1526" 14 29 4 4 3 3
"1527" 15 29 4 3 3 2
"1528" 16 29 4 4 4 4
"1529" 17 29 4 3 3 3
"1530" 18 29 5 4 4 3
"1531" 19 29 3 3 2 2
"1532" 20 29 4 4 3 3
"1533" 21 29 3 2 2 2
"1534" 22 29 3 3 3 3
"1535" 23 29 4 4 3 3
"1536" 24 29 5 5 3 2
"1537" 25 29 3 3 2 1
"1538" 26 29 4 4 3 3
"1539" 27 29 4 4 3 3
"1540" 28 29 4 4 4 4
"1541" 29 29 NA NA NA NA
"1542" 30 29 4 3 3 2
"1543" 31 29 4 4 4 4
"1544" 32 29 4 3 3 3
"1545" 33 29 2 2 3 3
"1546" 34 29 3 3 3 3
"1547" 35 29 3 3 3 3
"1548" 36 29 3 2 3 1
"1549" 37 29 4 4 3 2
"1550" 38 29 3 3 3 3
"1551" 39 29 3 3 3 3
"1552" 40 29 4 4 4 4
"1553" 41 29 3 3 3 3
"1554" 42 29 3 1 1 1
"1555" 43 29 3 3 3 3
"1556" 44 29 4 4 3 4
"1557" 45 29 3 3 3 3
"1558" 46 29 4 4 3 3
"1559" 47 29 4 3 3 3
"1560" 48 29 3 3 3 3
"1561" 49 29 3 3 3 3
"1562" 50 29 4 3 3 3
"1563" 51 29 3 3 3 3
"1564" 52 29 4 3 3 3
"1565" 53 29 4 3 1 1
"1566" 54 29 4 4 3 3
"1567" 1 30 2 3 2 3
"1568" 2 30 4 3 2 2
"1569" 3 30 2 2 4 4
"1570" 4 30 3 4 3 4
"1571" 5 30 3 2 2 1
"1572" 6 30 4 4 4 4
"1573" 7 30 3 3 3 2
"1574" 8 30 3 3 3 3
"1575" 9 30 5 5 4 5
"1576" 10 30 2 2 2 2
"1577" 11 30 4 3 3 3
"1578" 12 30 4 4 4 3
"1579" 13 30 4 3 4 3
"1580" 14 30 4 4 3 2
"1581" 15 30 3 2 2 2
"1582" 16 30 3 1 3 1
"1583" 17 30 4 4 3 3
"1584" 18 30 4 3 2 0
"1585" 19 30 2 3 2 2
"1586" 20 30 4 4 3 3
"1587" 21 30 3 2 3 2
"1588" 22 30 2 2 3 3
"1589" 23 30 1 1 2 2
"1590" 24 30 3 2 2 2
"1591" 25 30 3 3 3 2
"1592" 26 30 2 2 2 3
"1593" 27 30 3 3 3 2
"1594" 28 30 4 4 4 4
"1595" 29 30 4 4 3 3
"1596" 30 30 NA NA NA NA
"1597" 31 30 4 3 4 4
"1598" 32 30 4 3 3 3
"1599" 33 30 3 3 3 3
"1600" 34 30 4 4 4 4
"1601" 35 30 2 2 3 3
"1602" 36 30 3 3 3 2
"1603" 37 30 4 4 4 4
"1604" 38 30 3 3 3 3
"1605" 39 30 3 3 3 3
"1606" 40 30 3 3 3 3
"1607" 41 30 3 3 3 3
"1608" 42 30 2 1 2 2
"1609" 43 30 3 3 3 3
"1610" 44 30 3 3 3 3
"1611" 45 30 3 3 3 3
"1612" 46 30 4 4 3 3
"1613" 47 30 3 3 3 3
"1614" 48 30 3 2 2 2
"1615" 49 30 3 3 3 3
"1616" 50 30 3 2 2 1
"1617" 51 30 3 1 3 2
"1618" 52 30 3 2 3 2
"1619" 53 30 4 4 2 2
"1620" 54 30 3 3 2 2
"1621" 1 31 2 2 2 2
"1622" 2 31 4 3 3 3
"1623" 3 31 4 3 4 4
"1624" 4 31 2 3 2 1
"1625" 5 31 3 2 2 1
"1626" 6 31 5 4 4 3
"1627" 7 31 3 3 3 3
"1628" 8 31 4 4 3 3
"1629" 9 31 1 2 1 0
"1630" 10 31 4 3 3 3
"1631" 11 31 2 2 2 2
"1632" 12 31 3 2 2 3
"1633" 13 31 4 3 4 3
"1634" 14 31 3 2 3 2
"1635" 15 31 3 3 2 2
"1636" 16 31 3 3 3 2
"1637" 17 31 4 4 3 3
"1638" 18 31 3 2 1 2
"1639" 19 31 2 2 2 2
"1640" 20 31 4 3 3 3
"1641" 21 31 3 2 3 2
"1642" 22 31 4 4 4 4
"1643" 23 31 2 4 3 4
"1644" 24 31 5 4 3 2
"1645" 25 31 2 2 3 2
"1646" 26 31 3 3 3 3
"1647" 27 31 4 3 3 3
"1648" 28 31 3 3 2 2
"1649" 29 31 5 4 4 3
"1650" 30 31 4 3 4 4
"1651" 31 31 NA NA NA NA
"1652" 32 31 4 3 4 3
"1653" 33 31 3 3 3 3
"1654" 34 31 3 3 3 3
"1655" 35 31 2 2 3 3
"1656" 36 31 1 0 1 1
"1657" 37 31 0 0 0 0
"1658" 38 31 4 4 3 3
"1659" 39 31 4 3 3 3
"1660" 40 31 4 4 4 4
"1661" 41 31 3 3 3 3
"1662" 42 31 4 3 3 3
"1663" 43 31 2 2 2 2
"1664" 44 31 4 3 3 3
"1665" 45 31 5 5 3 3
"1666" 46 31 4 4 3 3
"1667" 47 31 3 3 3 3
"1668" 48 31 2 1 2 2
"1669" 49 31 3 3 3 3
"1670" 50 31 5 4 4 3
"1671" 51 31 2 2 2 2
"1672" 52 31 4 3 3 3
"1673" 53 31 2 2 2 1
"1674" 54 31 4 4 3 3
"1675" 1 32 3 2 2 3
"1676" 2 32 4 3 3 3
"1677" 3 32 2 1 3 2
"1678" 4 32 3 3 3 3
"1679" 5 32 4 4 3 2
"1680" 6 32 4 4 4 3
"1681" 7 32 3 3 3 3
"1682" 8 32 3 3 3 3
"1683" 9 32 3 3 3 4
"1684" 10 32 2 2 3 2
"1685" 11 32 3 2 2 2
"1686" 12 32 3 2 3 2
"1687" 13 32 3 3 3 3
"1688" 14 32 3 3 3 2
"1689" 15 32 3 3 3 3
"1690" 16 32 3 4 3 4
"1691" 17 32 4 3 3 3
"1692" 18 32 3 3 2 3
"1693" 19 32 2 2 2 2
"1694" 20 32 3 3 3 3
"1695" 21 32 3 3 3 3
